,UID,State,Date Collected,Result,Waterbody,SITESAMP,Region,Province,Parameter
709,395,ME,7/1/2010,0.002,Casco Bay,Y,Northeast,Acadian Province,Ammonia (mg N/L)
710,395,ME,7/1/2010,0.015,Casco Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Nitrogen (mg N/L)
711,395,ME,7/1/2010,0.01583625,Casco Bay,Y,Northeast,Acadian Province,Total Phosphorus (mg P/L)
712,395,ME,7/1/2010,0.17375,Casco Bay,Y,Northeast,Acadian Province,Total Nitrogen (mg N/L)
713,395,ME,7/1/2010,0.006,Casco Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Phosphate (mg P/L)
714,395,ME,7/1/2010,0.013,Casco Bay,Y,Northeast,Acadian Province,Nitrate/Nitrite (mg N/L)
715,396,ME,6/28/2010,4.2,Maquoit Bay,Y,Northeast,Acadian Province,Chlorophyll A (ug/L)
716,396,ME,6/28/2010,0.026,Maquoit Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Phosphate (mg P/L)
717,396,ME,6/28/2010,0.017,Maquoit Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Nitrogen (mg N/L)
718,396,ME,6/28/2010,0.246625,Maquoit Bay,Y,Northeast,Acadian Province,Total Nitrogen (mg N/L)
719,396,ME,6/28/2010,0.001,Maquoit Bay,Y,Northeast,Acadian Province,Ammonia (mg N/L)
720,396,ME,6/28/2010,0.016,Maquoit Bay,Y,Northeast,Acadian Province,Nitrate/Nitrite (mg N/L)
721,396,ME,6/28/2010,0.032054375,Maquoit Bay,Y,Northeast,Acadian Province,Total Phosphorus (mg P/L)
722,397,ME,7/15/2010,1.84,Wells Embayment,Y,Northeast,Acadian Province,Chlorophyll A (ug/L)
723,397,ME,7/15/2010,0.012,Wells Embayment,Y,Northeast,Acadian Province,Nitrate/Nitrite (mg N/L)
724,397,ME,7/15/2010,0.004,Wells Embayment,Y,Northeast,Acadian Province,Ammonia (mg N/L)
725,397,ME,7/15/2010,0.016,Wells Embayment,Y,Northeast,Acadian Province,Dissolved Inorganic Nitrogen (mg N/L)
726,397,ME,7/15/2010,0.02547,Wells Embayment,Y,Northeast,Acadian Province,Total Phosphorus (mg P/L)
727,397,ME,7/15/2010,0.2725,Wells Embayment,Y,Northeast,Acadian Province,Total Nitrogen (mg N/L)
728,397,ME,7/15/2010,0.009,Wells Embayment,Y,Northeast,Acadian Province,Dissolved Inorganic Phosphate (mg P/L)
729,398,ME,7/29/2010,21.05,Muscongus Bay,Y,Northeast,Acadian Province,Chlorophyll A (ug/L)
730,398,ME,7/29/2010,0.018,Muscongus Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Nitrogen (mg N/L)
731,398,ME,7/29/2010,0.0212075,Muscongus Bay,Y,Northeast,Acadian Province,Total Phosphorus (mg P/L)
732,398,ME,7/29/2010,0.1825,Muscongus Bay,Y,Northeast,Acadian Province,Total Nitrogen (mg N/L)
733,398,ME,7/29/2010,0.005,Muscongus Bay,Y,Northeast,Acadian Province,Ammonia (mg N/L)
734,398,ME,7/29/2010,0.015,Muscongus Bay,Y,Northeast,Acadian Province,Dissolved Inorganic Phosphate (mg P/L)
735,398,ME,7/29/2010,0.013,Muscongus Bay,Y,Northeast,Acadian Province,Nitrate/Nitrite (mg N/L)
736,399,ME,7/14/2010,4.6,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Chlorophyll A (ug/L)
737,399,ME,7/14/2010,0.011,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Dissolved Inorganic Nitrogen (mg N/L)
738,399,ME,7/14/2010,0.0,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Ammonia (mg N/L)
739,399,ME,7/14/2010,0.011,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Nitrate/Nitrite (mg N/L)
740,399,ME,7/14/2010,0.2025,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Total Nitrogen (mg N/L)
741,399,ME,7/14/2010,0.014,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Dissolved Inorganic Phosphate (mg P/L)
742,399,ME,7/14/2010,0.02535125,Muscle Ridge Channel/Owls Head,Y,Northeast,Acadian Province,Total Phosphorus (mg P/L)
743,400,GA,7/12/2010,19.33,St. Simeon Sound,Y,Southeast,Carolinian Province,Chlorophyll A (ug/L)
744,400,GA,7/12/2010,0.022,St. Simeon Sound,Y,Southeast,Carolinian Province,Dissolved Inorganic Nitrogen (mg N/L)
745,400,GA,7/12/2010,0.1344575,St. Simeon Sound,Y,Southeast,Carolinian Province,Total Phosphorus (mg P/L)
746,400,GA,7/12/2010,0.009,St. Simeon Sound,Y,Southeast,Carolinian Province,Ammonia (mg N/L)
747,400,GA,7/12/2010,0.013,St. Simeon Sound,Y,Southeast,Carolinian Province,Nitrate/Nitrite (mg N/L)
748,400,GA,7/12/2010,0.49375,St. Simeon Sound,Y,Southeast,Carolinian Province,Total Nitrogen (mg N/L)
749,400,GA,7/12/2010,0.042,St. Simeon Sound,Y,Southeast,Carolinian Province,Dissolved Inorganic Phosphate (mg P/L)
750,401,GA,7/15/2010,8.85,Turtle River,Y,Southeast,Carolinian Province,Chlorophyll A (ug/L)
751,401,GA,7/15/2010,0.089,Turtle River,Y,Southeast,Carolinian Province,Dissolved Inorganic Phosphate (mg P/L)
752,401,GA,7/15/2010,0.75375,Turtle River,Y,Southeast,Carolinian Province,Total Nitrogen (mg N/L)
753,401,GA,7/15/2010,0.042,Turtle River,Y,Southeast,Carolinian Province,Ammonia (mg N/L)
754,401,GA,7/15/2010,0.119,Turtle River,Y,Southeast,Carolinian Province,Nitrate/Nitrite (mg N/L)
755,401,GA,7/15/2010,0.180485,Turtle River,Y,Southeast,Carolinian Province,Total Phosphorus (mg P/L)
756,401,GA,7/15/2010,0.161,Turtle River,Y,Southeast,Carolinian Province,Dissolved Inorganic Nitrogen (mg N/L)
757,402,LA,6/28/2010,7.36,Lake De Cade,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
758,402,LA,6/28/2010,0.111469875,Lake De Cade,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
759,402,LA,6/28/2010,0.009,Lake De Cade,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
760,402,LA,6/28/2010,0.009,Lake De Cade,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
761,402,LA,6/28/2010,0.098,Lake De Cade,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
762,402,LA,6/28/2010,0.0,Lake De Cade,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
763,402,LA,6/28/2010,0.645625,Lake De Cade,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
764,403,LA,7/11/2010,3.33,Blind River,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
765,403,LA,7/11/2010,0.077,Blind River,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
766,403,LA,7/11/2010,0.6575,Blind River,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
767,403,LA,7/11/2010,0.20256375,Blind River,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
768,403,LA,7/11/2010,0.041,Blind River,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
769,403,LA,7/11/2010,0.118,Blind River,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
770,403,LA,7/11/2010,0.132,Blind River,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
771,404,LA,7/13/2010,4.95,Lake Pontchartrain,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
772,404,LA,7/13/2010,0.34625,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
773,404,LA,7/13/2010,0.0,Lake Pontchartrain,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
774,404,LA,7/13/2010,0.11968125,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
775,404,LA,7/13/2010,0.097,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
776,404,LA,7/13/2010,0.004,Lake Pontchartrain,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
777,404,LA,7/13/2010,0.004,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
778,405,LA,7/13/2010,6.28,Lake Pontchartrain,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
779,405,LA,7/13/2010,0.005,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
780,405,LA,7/13/2010,0.11454375,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
781,405,LA,7/13/2010,0.087,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
782,405,LA,7/13/2010,0.39125,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
783,405,LA,7/13/2010,0.0,Lake Pontchartrain,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
784,405,LA,7/13/2010,0.005,Lake Pontchartrain,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
785,406,LA,7/14/2010,5.13,Lake Pontchartrain,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
786,406,LA,7/14/2010,0.003,Lake Pontchartrain,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
787,406,LA,7/14/2010,0.0,Lake Pontchartrain,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
788,406,LA,7/14/2010,0.112485,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
789,406,LA,7/14/2010,0.09,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
790,406,LA,7/14/2010,0.003,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
791,406,LA,7/14/2010,0.365,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
792,407,LA,7/8/2010,2.19,Lake Pontchartrain,Y,Gulf,Louisianian Province,Chlorophyll A (ug/L)
793,407,LA,7/8/2010,0.086,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Phosphate (mg P/L)
794,407,LA,7/8/2010,0.0929225,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Phosphorus (mg P/L)
795,407,LA,7/8/2010,0.009,Lake Pontchartrain,Y,Gulf,Louisianian Province,Ammonia (mg N/L)
796,407,LA,7/8/2010,0.0,Lake Pontchartrain,Y,Gulf,Louisianian Province,Nitrate/Nitrite (mg N/L)
797,407,LA,7/8/2010,0.36625,Lake Pontchartrain,Y,Gulf,Louisianian Province,Total Nitrogen (mg N/L)
798,407,LA,7/8/2010,0.009,Lake Pontchartrain,Y,Gulf,Louisianian Province,Dissolved Inorganic Nitrogen (mg N/L)
799,417,WA,7/9/2010,0.001,Puget Sound,Y,West,Columbian Province,Ammonia (mg N/L)
800,417,WA,7/9/2010,0.009,Puget Sound,Y,West,Columbian Province,Dissolved Inorganic Nitrogen (mg N/L)
801,417,WA,7/9/2010,0.23,Puget Sound,Y,West,Columbian Province,Total Nitrogen (mg N/L)
802,417,WA,7/9/2010,0.040465,Puget Sound,Y,West,Columbian Province,Total Phosphorus (mg P/L)
803,417,WA,7/9/2010,0.011,Puget Sound,Y,West,Columbian Province,Dissolved Inorganic Phosphate (mg P/L)
804,417,WA,7/9/2010,0.008,Puget Sound,Y,West,Columbian Province,Nitrate/Nitrite (mg N/L)
805,417,WA,7/9/2010,6.10032,Puget Sound,Y,West,Columbian Province,Chlorophyll A (ug/L)
806,418,WA,7/6/2010,1.43,Carr Inlet,Y,West,Columbian Province,Chlorophyll A (ug/L)
807,418,WA,7/6/2010,0.21,Carr Inlet,Y,West,Columbian Province,Total Nitrogen (mg N/L)
808,418,WA,7/6/2010,0.011,Carr Inlet,Y,West,Columbian Province,Nitrate/Nitrite (mg N/L)
809,418,WA,7/6/2010,0.007,Carr Inlet,Y,West,Columbian Province,Ammonia (mg N/L)
810,418,WA,7/6/2010,0.018,Carr Inlet,Y,West,Columbian Province,Dissolved Inorganic Nitrogen (mg N/L)
811,418,WA,7/6/2010,0.026,Carr Inlet,Y,West,Columbian Province,Dissolved Inorganic Phosphate (mg P/L)
812,418,WA,7/6/2010,0.03783,Carr Inlet,Y,West,Columbian Province,Total Phosphorus (mg P/L)
813,419,WA,7/8/2010,4.24,Colvos/Dalco Passage,Y,West,Columbian Province,Chlorophyll A (ug/L)
814,419,WA,7/8/2010,0.184,Colvos/Dalco Passage,Y,West,Columbian Province,Nitrate/Nitrite (mg N/L)
815,419,WA,7/8/2010,0.061,Colvos/Dalco Passage,Y,West,Columbian Province,Dissolved Inorganic Phosphate (mg P/L)
816,419,WA,7/8/2010,0.06229875,Colvos/Dalco Passage,Y,West,Columbian Province,Total Phosphorus (mg P/L)
817,419,WA,7/8/2010,0.3825,Colvos/Dalco Passage,Y,West,Columbian Province,Total Nitrogen (mg N/L)
818,419,WA,7/8/2010,0.031,Colvos/Dalco Passage,Y,West,Columbian Province,Ammonia (mg N/L)
819,419,WA,7/8/2010,0.215,Colvos/Dalco Passage,Y,West,Columbian Province,Dissolved Inorganic Nitrogen (mg N/L)
820,420,WA,7/9/2010,22.2,Port Orchard,Y,West,Columbian Province,Chlorophyll A (ug/L)
821,420,WA,7/9/2010,0.009,Port Orchard,Y,West,Columbian Province,Dissolved Inorganic Nitrogen (mg N/L)
822,420,WA,7/9/2010,0.008,Port Orchard,Y,West,Columbian Province,Nitrate/Nitrite (mg N/L)
823,420,WA,7/9/2010,0.001,Port Orchard,Y,West,Columbian Province,Ammonia (mg N/L)
824,420,WA,7/9/2010,0.3475,Port Orchard,Y,West,Columbian Province,Total Nitrogen (mg N/L)
825,420,WA,7/9/2010,0.06573875,Port Orchard,Y,West,Columbian Province,Total Phosphorus (mg P/L)
826,420,WA,7/9/2010,0.017,Port Orchard,Y,West,Columbian Province,Dissolved Inorganic Phosphate (mg P/L)
827,422,WA,7/10/2010,6.26,Puget Sound,Y,West,Columbian Province,Chlorophyll A (ug/L)
828,422,WA,7/10/2010,0.001,Puget Sound,Y,West,Columbian Province,Ammonia (mg N/L)
829,422,WA,7/10/2010,0.009,Puget Sound,Y,West,Columbian Province,Dissolved Inorganic Nitrogen (mg N/L)
830,422,WA,7/10/2010,0.04183,Puget Sound,Y,West,Columbian Province,Total Phosphorus (mg P/L)
831,422,WA,7/10/2010,0.008,Puget Sound,Y,West,Columbian Province,Nitrate/Nitrite (mg N/L)
832,422,WA,7/10/2010,0.01,Puget Sound,Y,West,Columbian Province,Dissolved Inorganic Phosphate (mg P/L)
833,422,WA,7/10/2010,0.24125,Puget Sound,Y,West,Columbian Province,Total Nitrogen (mg N/L)
834,423,MI,7/15/2010,0.31,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
835,423,MI,7/15/2010,0.0026325,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
836,423,MI,7/15/2010,0.264,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
837,423,MI,7/15/2010,0.256,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
838,423,MI,7/15/2010,0.008,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
839,423,MI,7/15/2010,0.39,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
840,423,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
841,424,MI,7/12/2010,1.37,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
842,424,MI,7/12/2010,0.065,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
843,424,MI,7/12/2010,0.015,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
844,424,MI,7/12/2010,0.08,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
845,424,MI,7/12/2010,0.00451625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
846,424,MI,7/12/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
847,424,MI,7/12/2010,0.29875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
848,425,MI,7/16/2010,0.64,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
849,425,MI,7/16/2010,0.007,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
850,425,MI,7/16/2010,0.123,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
851,425,MI,7/16/2010,0.00555625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
852,425,MI,7/16/2010,0.135,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
853,425,MI,7/16/2010,0.3175,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
854,425,MI,7/16/2010,0.012,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
855,426,MI,7/14/2010,0.33,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
856,426,MI,7/14/2010,0.232,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
857,426,MI,7/14/2010,0.007,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
858,426,MI,7/14/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
859,426,MI,7/14/2010,0.00348875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
860,426,MI,7/14/2010,0.3775,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
861,426,MI,7/14/2010,0.225,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
862,427,MI,7/13/2010,0.52,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
863,427,MI,7/13/2010,0.00636875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
864,427,MI,7/13/2010,0.009,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
865,427,MI,7/13/2010,0.016,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
866,427,MI,7/13/2010,0.1675,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
867,427,MI,7/13/2010,0.009,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
868,427,MI,7/13/2010,0.0,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
869,428,MI,6/24/2010,3.26,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
870,428,MI,6/24/2010,0.161,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
871,428,MI,6/24/2010,0.03511625,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
872,428,MI,6/24/2010,0.173,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
873,428,MI,6/24/2010,0.012,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
874,428,MI,6/24/2010,0.017,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
875,428,MI,6/24/2010,0.79375,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
876,429,MI,7/15/2010,0.32578,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
877,429,MI,7/15/2010,0.263,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
878,429,MI,7/15/2010,0.257,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
879,429,MI,7/15/2010,0.006,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
880,429,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
881,429,MI,7/15/2010,0.36625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
882,429,MI,7/15/2010,0.00223375,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
883,431,MI,6/26/2010,0.81,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
884,431,MI,6/26/2010,0.007,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
885,431,MI,6/26/2010,0.015,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
886,431,MI,6/26/2010,0.273,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
887,431,MI,6/26/2010,0.00433275,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
888,431,MI,6/26/2010,0.28,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
889,431,MI,6/26/2010,0.42625,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
890,432,MI,6/26/2010,0.83,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
891,432,MI,6/26/2010,0.015,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
892,432,MI,6/26/2010,0.279,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
893,432,MI,6/26/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
894,432,MI,6/26/2010,0.4305,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
895,432,MI,6/26/2010,0.004151,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
896,432,MI,6/26/2010,0.274,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
897,433,MI,7/7/2010,0.78,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
898,433,MI,7/7/2010,0.289,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
899,433,MI,7/7/2010,0.4375,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
900,433,MI,7/7/2010,0.284,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
901,433,MI,7/7/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
902,433,MI,7/7/2010,0.00316375,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
903,433,MI,7/7/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
904,434,MI,7/7/2010,0.91,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
905,434,MI,7/7/2010,0.285,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
906,434,MI,7/7/2010,0.008,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
907,434,MI,7/7/2010,0.00393125,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
908,434,MI,7/7/2010,0.4725,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
909,434,MI,7/7/2010,0.293,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
910,434,MI,7/7/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
911,436,MI,6/25/2010,0.74,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
912,436,MI,6/25/2010,0.011,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
913,436,MI,6/25/2010,0.003,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
914,436,MI,6/25/2010,0.293,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
915,436,MI,6/25/2010,0.304,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
916,436,MI,6/25/2010,0.424,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
917,436,MI,6/25/2010,0.00356525,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
918,437,MI,6/25/2010,1.12,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
919,437,MI,6/25/2010,0.282,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
920,437,MI,6/25/2010,0.286,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
921,437,MI,6/25/2010,0.004,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
922,437,MI,6/25/2010,0.005232875,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
923,437,MI,6/25/2010,0.433375,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
924,437,MI,6/25/2010,0.003,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
925,438,MI,7/7/2010,0.9,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
926,438,MI,7/7/2010,0.29,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
927,438,MI,7/7/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
928,438,MI,7/7/2010,0.299,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
929,438,MI,7/7/2010,0.0036925,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
930,438,MI,7/7/2010,0.465,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
931,438,MI,7/7/2010,0.009,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
932,447,MI,7/11/2010,2.52,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
933,447,MI,7/11/2010,0.009,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
934,447,MI,7/11/2010,0.39375,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
935,447,MI,7/11/2010,0.17,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
