UID,State,Date Collected,Waterbody,Region,Province,SITESAMP,Ammonia (mg N/L),Chlorophyll A (ug/L),Dissolved Inorganic Nitrogen (mg N/L),Dissolved Inorganic Phosphate (mg P/L),Dissolved Silica (mg/L),Nitrate (mg N/L),Nitrate/Nitrite (mg N/L),Nitrite (mg N/L),Nitrogen Particulate (mg N/L),Phosphorus Particulate (mg P/L),Total Dissolved Nitrogen (mg N/L),Total Dissolved Phosphorus (mg P/L),Total Kjeldahl Nitrogen (mg N/L),Total Nitrogen (mg N/L),Total Phosphorus (mg P/L)
1053,MI,2010-07-16,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.025,1.96,0.106,0.007,,,0.081,,,,,,,0.51875,0.01169125
1054,MI,2010-07-29,Lake Superior,Great Lakes,Great Lakes Province,Y,0.012,0.91,0.348,0.004,,,0.336,,,,,,,0.44625,0.00221125
1055,MI,2010-07-24,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,2.48,0.047,0.005,,,0.042,,,,,,,0.3325,0.00473625
1056,PA,2010-07-21,Lake Erie,Great Lakes,Great Lakes Province,Y,0.001,9.97,0.001,0.003,,,0.0,,,,,,,0.4775,0.02916375
1057,MI,2010-07-08,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.012,0.78,0.187,0.005,,,0.175,,,,,,,0.36,0.00522
1058,MI,2010-07-13,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.004,2.31,0.097,0.006,,,0.093,,,,,,,0.37875,0.00756
1059,MI,2010-07-30,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,0.64,0.322,0.005,,,0.318,,,,,,,0.418125,0.00384625
1060,MI,2010-08-04,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,4.7,0.006,0.004,,,0.004,,,,,,,0.325,0.007148125
1061,MI,2010-07-26,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.001,2.8,0.015,0.005,,,0.014,,,,,,,0.3775,0.00345375
1062,OH,2010-07-26,Lake Erie,Great Lakes,Great Lakes Province,Y,0.09,7.83,1.17,0.024,,,1.08,,,,,,,1.478,0.05188625
1063,WI,2010-08-21,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,1.98,0.054,0.003,,,0.051,,,,,,,0.35125,0.00908
1064,PA,2010-07-19,Lake Erie,Great Lakes,Great Lakes Province,Y,0.004,6.64,0.172,0.005,,,0.168,,,,,,,0.4425,0.0123475
1065,WI,2010-08-18,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,6.3,0.032,0.005,,,0.029,,,,,,,0.4475,0.01990125
1066,MI,2010-08-03,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,0.31,0.309,0.003,,,0.306,,,,,,,0.4975,0.0
1067,PA,2010-07-20,Lake Erie,Great Lakes,Great Lakes Province,Y,0.002,23.06,0.002,0.005,,,0.0,,,,,,,0.5375,0.04209625
1068,MI,2010-07-11,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.012,0.27,0.223,0.005,,,0.211,,,,,,,0.35375,0.002335
1069,MI,2010-07-23,Lake Huron,Great Lakes,Great Lakes Province,Y,0.006,0.39,0.205,0.005,,,0.199,,,,,,,0.34125,0.002295
1070,NY,2010-06-12,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,0.56,0.078,0.001,,,0.07,,,,,,,0.27625,0.00747125
1071,MI,2010-07-31,Lake Superior,Great Lakes,Great Lakes Province,Y,0.007,1.81,0.136,0.005,,,0.129,,,,,,,0.321875,0.00992125
1072,WI,2010-08-19,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.006,5.08,0.029,0.005,,,0.023,,,,,,,0.44125,0.01898125
1073,MI,2010-07-10,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.014,0.32,0.149,0.005,,,0.135,,,,,,,0.30125,0.0
1074,MI,2010-07-15,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.008,2.12,0.12,0.006,,,0.112,,,,,,,0.38875,0.00958125
1075,MI,2010-07-08,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.01,0.86,0.16,0.005,,,0.15,,,,,,,0.33125,0.0027625
1076,NY,2010-06-13,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,1.43,0.208,0.002,,,0.2,,,,,,,0.375,0.00971
1077,MI,2010-08-01,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,3.4,0.027,0.005,,,0.024,,,,,,,0.301875,0.00657625
1078,MI,2010-07-29,Lake Erie,Great Lakes,Great Lakes Province,Y,0.01,56.71,0.416,0.056,,,0.406,,,,,,,1.473,0.20108875
1079,NY,2010-06-10,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.038,,0.377,0.015,,,0.339,,,,,,,0.60375,0.03761
1080,MI,2010-07-25,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.007,2.73,0.031,0.004,,,0.024,,,,,,,0.32,0.00475125
1081,MI,2010-07-28,Lake Superior,Great Lakes,Great Lakes Province,Y,0.007,0.92,0.276,0.005,,,0.269,,,,,,,0.4225,0.0064975
1082,MI,2010-07-29,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.024,2.39,0.082,0.006,,,0.058,,,,,,,0.58875,0.0129925
1083,IN,2010-08-12,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.004,0.96,0.233,0.004,,,0.229,,,,,,,0.44125,0.0041425
1084,PA,2010-07-17,Lake Erie,Great Lakes,Great Lakes Province,Y,0.016,7.88,0.255,0.005,,,0.239,,,,,,,0.58,0.0230325
1085,WI,2010-08-22,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.024,1.78,0.127,0.005,,,0.103,,,,,,,0.39875,0.00915
1086,MI,2010-07-26,Lake Huron,Great Lakes,Great Lakes Province,Y,0.004,5.13,0.01,0.016,,,0.006,,,,,,,0.5725,0.0506125
1087,OH,2010-07-28,Lake Erie,Great Lakes,Great Lakes Province,Y,0.003,15.04,0.003,0.005,,,0.0,,,,,,,0.55625,0.03003875
1088,NY,2010-06-17,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.012,11.8,0.012,0.007,,,0.0,,,,,,,0.56625,0.0421575
1089,MI,2010-07-23,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,2.56,0.011,0.004,,,0.009,,,,,,,0.28375,0.0047675
1090,MI,2010-07-23,Lake Huron,Great Lakes,Great Lakes Province,Y,0.011,0.98,0.207,0.004,,,0.196,,,,,,,0.355,0.0049475
1091,NY,2010-06-16,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.01,2.38,0.245,0.002,,,0.235,,,,,,,0.44125,0.0057575
1092,MI,2010-08-05,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,2.42,0.006,0.008,,,0.004,,,,,,,0.325,0.008235625
1093,OH,2010-07-29,Lake Erie,Great Lakes,Great Lakes Province,Y,0.014,31.79,0.746,0.063,,,0.732,,,,,,,1.568,0.16977875
1094,WI,2010-08-20,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.009,1.99,0.009,0.002,,,0.0,,,,,,,0.505,0.0159
1095,NY,2010-06-11,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.011,0.45,0.149,0.002,,,0.138,,,,,,,0.32,0.00645125
1096,MI,2010-07-31,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,3.16,0.013,0.005,,,0.008,,,,,,,0.396875,0.009785
1097,WI,2010-08-17,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.001,22.04,0.444,0.005,,,0.443,,,,,,,0.91,0.03137875
1098,MI,2010-07-27,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,1.93,0.002,0.006,,,0.0,,,,,,,0.43875,0.011785
1099,IN,2010-08-15,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.044,1.17,0.995,0.015,,,0.951,,,,,,,1.275,0.0285975
1100,MI,2010-07-14,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,2.23,0.106,0.006,,,0.101,,,,,,,0.38625,0.0082075
1101,MI,2010-07-30,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,0.6,0.313,0.004,,,0.309,,,,,,,0.409375,0.00243625
1102,MI,2010-08-01,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,3.32,0.003,0.004,,,0.0,,,,,,,0.339375,0.00857625
1103,MI,2010-07-24,Lake Huron,Great Lakes,Great Lakes Province,Y,0.01,0.58,0.23,0.004,,,0.22,,,,,,,0.37125,0.0
1119,OH,2010-09-01,Lake Erie,Great Lakes,Great Lakes Province,Y,0.001,6.93,0.066,0.003,,,0.065,,,,,,,0.3675,0.01288875
1121,IN,2010-08-10,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.001,2.13,0.257,0.013,,,0.256,,,,,,,0.4375,0.004226
1122,IN,2010-08-09,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,1.32,0.252,0.008,,,0.25,,,,,,,0.42125,0.00343375
1124,MI,2010-08-01,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,0.35621,0.324,0.003,,,0.32,,,,,,,0.421875,0.0
1125,IN,2010-08-11,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,1.44,0.268,0.005,,,0.263,,,,,,,0.485,0.00521
1126,MI,2010-08-01,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,,0.322,0.003,,,0.319,,,,,,,0.419375,0.0
1129,LA,2010-08-15,Black Bay,Gulf,Louisianian Province,Y,0.016,24.58,0.037,0.095,,,0.021,,,,,,,0.9125,0.17061625
1136,MI,2010-07-27,Lake Huron,Great Lakes,Great Lakes Province,Y,0.005,1.05,0.048,0.009,,,0.043,,,,,,,0.33375,0.01187
1138,WA,2010-09-15,Willapa Bay,West,Columbian Province,Y,0.012,1.74,0.023,0.042,,,0.011,,,,,,,0.17125,0.05163125
1139,WA,2010-09-02,Grays Harbor,West,Columbian Province,Y,0.024,2.59,0.101,0.046,,,0.077,,,,,,,0.61,0.06314125
1140,WA,2010-08-31,Grays Harbor,West,Columbian Province,Y,0.039,4.54,0.191,0.042,,,0.152,,,,,,,0.363,0.04637
1141,WA,2010-08-26,Willapa Bay,West,Columbian Province,Y,0.006,10.25,0.021,0.037,,,0.015,,,,,,,0.355,0.073755
1142,WA,2010-09-10,Willapa Bay,West,Columbian Province,Y,0.042,5.93,0.084,0.042,,,0.042,,,,,,,0.3675,0.07255625
1143,WA,2010-09-09,Willapa Bay,West,Columbian Province,Y,0.027,2.86,0.039,0.061,,,0.012,,,,,,,0.37375,0.0986725
1144,WA,2010-08-09,Grays Harbor,West,Columbian Province,Y,0.022,10.15,0.089,0.042,,,0.067,,,,,,,0.4425,0.06353875
1145,WA,2010-08-17,Makah Bay,West,Columbian Province,Y,0.009,10.34,0.143,0.037,,,0.134,,,,,,,0.41375,0.06721375
1146,WA,2010-08-20,Cormorant Passage,West,Columbian Province,Y,0.015,8.43,0.124,0.049,,,0.109,,,,,,,0.515,0.07329875
1147,WA,2010-08-13,Hammersley Inlet,West,Columbian Province,Y,0.026,8.72,0.084,0.075,,,0.058,,,,,,,0.36375,0.0889825
1148,WA,2010-09-20,Grays Harbor,West,Columbian Province,Y,0.074,3.93,0.167,0.042,,,0.093,,,,,,,0.3525,0.05297625
1149,WA,2010-08-24,Willapa Bay,West,Columbian Province,Y,0.006,3.65,0.019,0.05,,,0.013,,,,,,,0.25,0.07371125
1150,WA,2010-09-16,Willapa Bay,West,Columbian Province,Y,0.029,3.25,0.047,0.052,,,0.018,,,,,,,,
1151,WA,2010-08-30,Grays Harbor,West,Columbian Province,Y,0.035,8.11,0.113,0.026,,,0.078,,,,,,,0.41,0.06235875
1152,WA,2010-09-01,Grays Harbor,West,Columbian Province,Y,0.008,0.75,0.021,0.02,,,0.013,,,,,,,0.34375,0.05671
1153,WA,2010-08-23,Willapa Bay,West,Columbian Province,Y,0.01,3.85,0.023,0.051,,,0.013,,,,,,,0.2875,0.070885
1154,WA,2010-08-23,Willapa Bay,West,Columbian Province,Y,0.012,6.7,0.024,0.04,,,0.012,,,,,,,0.325,0.0639025
1155,WA,2010-08-09,Grays Harbor,West,Columbian Province,Y,0.025,4.8,0.266,0.059,,,0.241,,,,,,,0.55625,0.07223625
1156,WA,2010-09-08,Willapa Bay,West,Columbian Province,Y,0.025,4.0,0.039,0.055,,,0.014,,,,,,,0.38625,0.09933125
1157,WA,2010-08-30,Grays Harbor,West,Columbian Province,Y,0.015,6.47,0.142,0.046,,,0.127,,,,,,,0.3975,0.0716075
1158,WA,2010-08-25,Willapa Bay,West,Columbian Province,Y,0.008,9.66,0.028,0.035,,,0.02,,,,,,,0.39625,0.0724175
1159,WA,2010-08-25,Palix River,West,Columbian Province,Y,0.01,9.78,0.024,0.04,,,0.014,,,,,,,0.34125,0.07432
1160,WA,2010-08-09,Grays Harbor,West,Columbian Province,Y,0.009,9.06,0.171,0.051,,,0.162,,,,,,,0.49375,0.06434875
1161,WA,2010-08-18,Skagit Bay,West,Columbian Province,Y,0.002,12.36,0.011,0.033,,,0.009,,,,,,,0.28,0.076725
1162,WA,2010-09-14,Puget Sound,West,Columbian Province,Y,0.028,1.79,0.234,0.076,,,0.206,,,,,,,0.42,0.069223
1163,WA,2010-08-16,Strait of Juan de Fuca,West,Columbian Province,Y,0.018,0.58,0.374,0.078,,,0.356,,,,,,,0.58625,0.0761825
1165,WA,2010-08-13,Hammersley Inlet,West,Columbian Province,Y,0.022,10.15,0.062,0.076,,,0.04,,,,,,,0.39,0.0936975
1172,LA,2010-07-30,Vermilion Bay,Gulf,Louisianian Province,Y,0.034,29.7856,0.426,0.081,,,0.392,,,,,,,1.075,0.1765725
1174,LA,2010-07-28,West Cote Blanche Bay,Gulf,Louisianian Province,Y,0.035,8.49,0.731,0.079,,,0.696,,,,,,,1.15375,0.14318625
1176,LA,2010-08-26,East Cote Blanche Bay,Gulf,Louisianian Province,Y,0.004,25.16,0.23,0.099,,,0.226,,,,,,,0.9425,0.174685
1177,LA,2010-08-26,Atchafalaya Bay,Gulf,Louisianian Province,Y,0.004,17.14,0.928,0.123,,,0.924,,,,,,,1.278,0.1587525
1178,LA,2010-08-30,East Cote Blanche Bay,Gulf,Louisianian Province,Y,0.038,8.1,1.426,0.146,,,1.388,,,,,,,1.458,0.1795775
1179,LA,2010-07-28,West Cote Blanche Bay,Gulf,Louisianian Province,Y,0.039,23.22,0.687,0.075,,,0.648,,,,,,,1.318,0.16047875
1181,LA,2010-08-30,Atchafalaya Bay,Gulf,Louisianian Province,Y,0.084,8.02,0.883,0.142,,,0.799,,,,,,,1.263,0.16820625
1182,LA,2010-08-31,West Cote Blanche Bay,Gulf,Louisianian Province,Y,0.091,14.26,0.699,0.101,,,0.608,,,,,,,1.313,0.172325
1183,LA,2010-08-31,West Cote Blanche Bay,Gulf,Louisianian Province,Y,0.077,9.84,0.637,0.097,,,0.56,,,,,,,1.12,0.1681325
1184,LA,2010-08-24,Lake Palourde,Gulf,Louisianian Province,Y,0.004,56.99,0.004,0.059,,,0.0,,,,,,,1.328,0.22286375
1187,LA,2010-08-31,California Bay,Gulf,Louisianian Province,Y,0.1,15.08,0.968,0.195,,,0.868,,,,,,,1.468,0.24187875
1189,LA,2010-08-20,Chandeleur Sound,Gulf,Louisianian Province,Y,0.003,21.89,0.01,0.063,,,0.007,,,,,,,0.79,0.1316575
1190,LA,2010-08-23,Chandeleur Sound,Gulf,Louisianian Province,Y,0.008,9.98,0.017,0.047,,,0.009,,,,,,,0.525,0.0976775
1191,LA,2010-08-31,Bay Gardene,Gulf,Louisianian Province,Y,0.098,17.57,0.294,0.141,,,0.196,,,,,,,1.0425,0.23416
1192,LA,2010-09-09,Breton Sound,Gulf,Louisianian Province,Y,0.004,14.14,1.34,0.164,,,1.336,,,,,,,1.678,0.21988
1193,LA,2010-09-02,Breton Sound,Gulf,Louisianian Province,Y,0.004,9.08,0.004,0.006,,,0.0,,,,,,,0.52375,0.048795
1194,LA,2010-09-02,Breton Sound,Gulf,Louisianian Province,Y,0.005,29.12,0.102,0.048,,,0.097,,,,,,,0.8275,0.13369
1195,LA,2010-08-22,Chandeleur Sound,Gulf,Louisianian Province,Y,0.011,23.73,0.018,0.072,,,0.007,,,,,,,0.99875,0.175295
1196,LA,2010-09-09,Breton Sound,Gulf,Louisianian Province,Y,0.008,3.93,0.017,0.007,,,0.009,,,,,,,0.38625,0.03325375
1197,LA,2010-09-08,Breton Sound,Gulf,Louisianian Province,Y,0.007,52.37,0.731,0.094,,,0.724,,,,,,,1.545,0.21602625
1198,LA,2010-08-05,False Mouth Bay,Gulf,Louisianian Province,Y,0.005,16.24,0.009,0.049,,,0.004,,,,,,,0.7625,0.110208
1199,LA,2010-09-15,Chandeleur Sound,Gulf,Louisianian Province,Y,0.009,5.44,0.025,0.019,,,0.016,,,,,,,0.3475,0.03303875
1200,LA,2010-08-23,Chandeleur Sound,Gulf,Louisianian Province,Y,0.007,22.91,0.011,0.061,,,0.004,,,,,,,0.89,0.16447125
1201,LA,2010-09-08,Breton Sound,Gulf,Louisianian Province,Y,0.004,44.6,0.91,0.13,,,0.906,,,,,,,1.58,0.22740625
1202,LA,2010-08-25,Chandeleur Sound,Gulf,Louisianian Province,Y,0.004,7.3,0.014,0.018,,,0.01,,,,,,,0.47375,0.063845
1203,LA,2010-08-20,Chandeleur Sound,Gulf,Louisianian Province,Y,0.003,20.66,0.011,0.061,,,0.008,,,,,,,0.805,0.1344775
1204,LA,2010-08-24,Lake Athanasio,Gulf,Louisianian Province,Y,0.006,24.34,0.006,0.096,,,0.0,,,,,,,0.87125,0.203495
1205,LA,2010-08-15,Lake Calebasse,Gulf,Louisianian Province,Y,0.007,42.96,0.014,0.083,,,0.007,,,,,,,1.393,0.23800375
1206,LA,2010-08-25,Chandeleur Sound,Gulf,Louisianian Province,Y,0.005,7.37,0.017,0.009,,,0.012,,,,,,,0.4725,0.05700375
1207,TX,2010-09-14,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.008,3.74,0.019,0.026,,,0.011,,,,,,,0.545,0.0423275
1208,TX,2010-09-12,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.007,5.54,0.019,0.024,,,0.012,,,,,,,0.5625,0.04704875
1209,TX,2010-09-14,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.007,4.93,0.007,0.026,,,0.0,,,,,,,0.49875,0.04857125
1210,TX,2010-09-12,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.008,4.66,0.021,0.017,,,0.013,,,,,,,0.6575,0.03000625
1211,TX,2010-09-13,Nueches Bay,Gulf,Louisianian Province,Y,0.009,12.17,0.009,0.115,,,0.0,,,,,,,0.81625,0.16107125
1212,TX,2010-08-24,Carancahua Bay,Gulf,Louisianian Province,Y,0.007,17.23,0.007,0.139,,,0.0,,,,,,,0.975,0.21877625
1213,TX,2010-08-23,Matagorda Bay,Gulf,Louisianian Province,Y,0.01,10.02,0.025,0.029,,,0.015,,,,,,,0.4525,0.06495
1214,TX,2010-08-25,Lavaca Bay,Gulf,Louisianian Province,Y,0.006,12.58,0.006,0.084,,,0.0,,,,,,,0.7925,0.1304875
1215,TX,2010-08-24,Carancahua Bay,Gulf,Louisianian Province,Y,0.006,14.41,0.009,0.088,,,0.003,,,,,,,0.7525,0.14412
1216,TX,2010-08-23,Matagorda Bay,Gulf,Louisianian Province,Y,0.01,11.63,0.023,0.039,,,0.013,,,,,,,0.55375,0.08171
1219,LA,2010-08-22,Pass A Loutre,Gulf,Louisianian Province,Y,0.007,60.35,0.319,0.045,,,0.312,,,,,,,1.248,0.22605125
1223,LA,2010-08-23,South Pass,Gulf,Louisianian Province,Y,0.003,3.07,2.201,0.16,,,2.198,,,,,,,2.093,0.25604375
1225,LA,2010-08-08,Lake Borgne,Gulf,Louisianian Province,Y,0.006,9.45,0.01,0.083,,,0.004,,,,,,,0.56625,0.132206
1227,LA,2010-08-08,Lake Borgne,Gulf,Louisianian Province,Y,0.004,8.53,0.008,0.088,,,0.004,,,,,,,0.4675,0.12175625
1228,LA,2010-08-25,White Lake,Gulf,Louisianian Province,Y,0.001,6.38,0.001,0.015,,,0.0,,,,,,,0.495,0.0413525
1230,LA,2010-08-17,Calcasieu Lake,Gulf,Louisianian Province,Y,0.006,18.82,0.015,0.069,,,0.009,,,,,,,0.71375,0.1346625
1232,LA,2010-08-16,Sabine Pass,Gulf,Louisianian Province,Y,0.005,12.27,0.075,0.034,,,0.07,,,,,,,0.51875,0.07862125
1233,LA,2010-09-02,Calcasieu Lake,Gulf,Louisianian Province,Y,0.005,20.11,0.005,0.037,,,0.0,,,,,,,0.6475,0.12869
1235,VA,2010-07-21,Pocomoke Sound,Northeast,Virginian Province,Y,0.012,10.8,0.012,0.008,1.2,0.002,0.002,0.0,0.206,0.0313,0.18,0.01,,0.386,0.0413
1236,VA,2010-07-22,Milford Haven,Northeast,Virginian Province,Y,0.014,18.9,0.014,0.006,1.4,0.002,0.002,0.0,0.321,0.0317,0.212,0.012,,0.533,0.0437
1237,VA,2010-07-22,Potomac River,Northeast,Virginian Province,Y,0.011,11.2,0.011,0.005,1.3,0.002,0.002,0.0,0.27,0.0324,0.205,0.008,,0.475,0.0404
1238,VA,2010-07-22,Pocomoke Sound,Northeast,Virginian Province,Y,0.03,7.24,0.036,0.008,1.6,0.006,0.006,0.0,0.152,0.0362,0.218,0.01,,0.37,0.0462
1239,VA,2010-07-20,Pocomoke Sound,Northeast,Virginian Province,Y,0.022,6.78,0.022,0.012,1.1,0.003,0.003,0.0,0.12,0.0435,0.175,0.013,,0.295,0.0565
1240,VA,2010-07-21,Milford Haven,Northeast,Virginian Province,Y,0.012,10.6,0.016,0.006,1.7,0.004,0.004,0.0,0.211,0.0446,0.207,0.008,,0.418,0.0526
1241,VA,2010-07-20,Pocomoke Sound,Northeast,Virginian Province,Y,0.012,8.19,0.012,0.008,1.0,0.003,0.003,0.0,0.179,0.054,0.185,0.009,,0.364,0.063
1242,NJ,2010-08-17,Maurice River,Northeast,Virginian Province,Y,0.064,5.31,1.42,0.008,,,1.356,,,,,,,1.44,0.05186375
1245,NJ,2010-09-15,Delaware Bay,Northeast,Virginian Province,Y,0.048,8.55,0.197,0.042,,,0.149,,,,,,,0.6075,0.0694525
1247,DE,2010-09-20,Delaware River,Northeast,Virginian Province,Y,0.004,7.11,1.536,0.099,,,1.532,,,,,,,1.685,0.15322125
1248,DE,2010-08-30,Delaware Bay,Northeast,Virginian Province,Y,0.005,13.12,0.58,0.076,,,0.575,,,,,,,0.98,0.10636375
1249,DE,2010-09-02,Delaware Bay,Northeast,Virginian Province,Y,0.006,13.33,0.017,0.021,,,0.011,,,,,,,0.60875,0.07488
1251,VA,2010-09-16,Hog Island Bay,Northeast,Virginian Province,Y,0.008,6.05,0.017,0.027,1.6,0.008,0.009,0.001,0.161,0.09,0.218,0.035,,0.379,0.125
1252,LA,2010-08-26,Atchafalaya Bay,Gulf,Louisianian Province,Y,0.069,5.01,1.097,0.153,,,1.028,,,,,,,1.468,0.19619625
1253,LA,2010-09-01,West Cote Blanche Bay,Gulf,Louisianian Province,Y,0.003,19.82,1.219,0.139,,,1.216,,,,,,,1.493,0.2145775
1261,WA,2010-09-15,Baker Bay,West,Columbian Province,Y,0.011,11.03,0.069,0.029,,,0.058,,,,,,,0.51125,0.11529625
1263,WA,2010-07-13,Baker Bay,West,Columbian Province,Y,0.028,2.54,0.151,0.034,,,0.123,,,,,,,0.32375,0.04756125
1266,LA,2010-08-30,East Cote Blanche Bay,Gulf,Louisianian Province,Y,0.058,5.65,1.041,0.154,,,0.983,,,,,,,1.453,0.18352875
1267,TX,2010-09-12,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.007,6.08,0.02,0.026,,,0.013,,,,,,,0.59125,0.051125
1268,TX,2010-09-13,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.009,11.55,0.021,0.033,,,0.012,,,,,,,0.6275,0.0727675
1269,TX,2010-09-13,Nueches Bay,Gulf,Louisianian Province,Y,0.011,22.71,0.014,0.115,,,0.003,,,,,,,1.10625,0.20578875
1271,LA,2010-08-22,Blind Bay #2,Gulf,Louisianian Province,Y,0.004,22.09,1.065,0.155,,,1.061,,,,,,,1.59,0.19528875
1272,LA,2010-08-22,Pass A Loutre,Gulf,Louisianian Province,Y,0.002,2.97,2.042,0.197,,,2.04,,,,,,,2.223,0.268655
1273,LA,2010-08-23,East Bay (Miss),Gulf,Louisianian Province,Y,0.009,29.25,0.438,0.047,,,0.429,,,,,,,1.09375,0.12573
1274,LA,2010-08-17,Calcasieu Lake,Gulf,Louisianian Province,Y,0.005,15.9,0.014,0.058,,,0.009,,,,,,,0.6675,0.1193525
1275,DE,2010-09-13,Delaware Bay,Northeast,Virginian Province,Y,0.059,8.58,0.09,0.037,,,0.031,,,,,,,0.52125,0.07211875
1276,CA,2010-08-30,Lower South Bay,West,Californian Province,Y,0.054,8.02,0.532,0.37,,,0.478,,,,,,,1.04125,0.399448
1277,CA,2010-08-31,South Bay,West,Californian Province,Y,0.09,4.54,0.289,0.254,,,0.199,,,,,,,0.66125,0.26727
1278,CA,2010-08-26,CentralBay,West,Californian Province,Y,0.063,3.68,0.332,0.092,,,0.269,,,,,,,0.6225,0.10971625
1279,CA,2010-08-24,San Pablo Bay,West,Californian Province,Y,0.068,2.33,0.419,0.116,,,0.351,,,,,,,0.69125,0.12408625
1280,CA,2010-08-24,Suisun Bay,West,Californian Province,Y,0.023,1.66,0.4,0.116,,,0.377,,,,,,,0.6025,0.1095275
1281,CA,2010-08-23,Suisun Bay,West,Californian Province,Y,0.036,3.34,0.23,0.055,,,0.194,,,,,,,0.43,0.08884375
1282,CA,2010-08-23,Suisun Bay,West,Californian Province,Y,0.024,2.2,0.226,0.06,,,0.202,,,,,,,0.43625,0.09330625
1283,CA,2010-09-01,CentralBay,West,Californian Province,Y,0.061,2.16,0.363,0.097,,,0.302,,,,,,,0.56625,0.099705
1284,CA,2010-09-01,CentralBay,West,Californian Province,Y,0.023,8.16,0.294,0.1,,,0.271,,,,,,,0.655,0.1356525
1285,CA,2010-09-01,CentralBay,West,Californian Province,Y,0.027,4.41,0.346,0.104,,,0.319,,,,,,,0.61375,0.12433625
1286,CA,2010-09-01,CentralBay,West,Californian Province,Y,0.078,4.28,0.354,0.089,,,0.276,,,,,,,0.58,0.10251125
1287,CA,2010-08-30,Lower South Bay,West,Californian Province,Y,0.026,9.49,0.336,0.317,,,0.31,,,,,,,0.84625,0.350375
1288,CA,2010-08-30,Lower South Bay,West,Californian Province,Y,0.019,10.68,0.272,0.296,,,0.253,,,,,,,0.82375,0.340948
1289,CA,2010-08-30,Lower South Bay,West,Californian Province,Y,0.051,7.84,0.442,0.36,,,0.391,,,,,,,1.193,0.409495
1290,CA,2010-08-30,Lower South Bay,West,Californian Province,Y,0.036,9.11,0.475,0.347,,,0.439,,,,,,,1.0175,0.432585
1291,CA,2010-08-31,South Bay,West,Californian Province,Y,0.031,8.88,0.25,0.207,,,0.219,,,,,,,0.68,0.28596
1292,CA,2010-08-27,South Bay,West,Californian Province,Y,0.009,7.65,0.194,0.233,,,0.185,,,,,,,0.65,0.28090125
1293,CA,2010-08-27,South Bay,West,Californian Province,Y,0.014,5.26,0.321,0.242,,,0.307,,,,,,,0.725,0.255725
1294,CA,2010-08-27,South Bay,West,Californian Province,Y,0.005,13.4,0.121,0.23,,,0.116,,,,,,,0.57625,0.25988125
1295,CA,2010-08-31,San Pablo Bay,West,Californian Province,Y,0.044,2.29,0.357,0.107,,,0.313,,,,,,,0.56375,0.11279875
1296,CA,2010-08-24,San Pablo Bay,West,Californian Province,Y,0.079,1.61,0.434,0.12,,,0.355,,,,,,,0.69375,0.13749125
